neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,room_type,accommodates,bathrooms,bedrooms,beds,review_scores_rating,review_scores_cleanliness,review_scores_location,amenities_count,wifi,kitchen,tv,air_conditioning,washer,dryer,dishwasher,microwave,refrigerator,workspace,gym,pets_allowed,parking,elevator,self_check_in,stay_length,checkin_month
Bedford-Stuyvesant,Brooklyn,40.686871,-73.936646,Entire home/apt,2,1.0,1.0,1.0,4.74,4.74,4.79,26,1,1,0,1,1,1,0,0,1,1,0,0,1,0,1,30,9
St. George,Staten Island,40.64463,-74.08004,Entire home/apt,2,1.0,1.0,4.0,4.96,4.96,4.83,41,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,30,9
Arrochar,Staten Island,40.59139,-74.07612,Entire home/apt,2,1.0,1.0,1.0,4.73,4.65,4.82,52,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,2,6
Prospect-Lefferts Gardens,Brooklyn,40.65558,-73.95966,Private room,2,1.0,1.0,1.0,4.32,3.82,4.71,39,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,30,6
Astoria,Queens,40.76293,-73.90535,Private room,1,1.0,,1.0,4.95,4.96,4.8,28,1,0,1,0,0,1,0,1,1,1,0,0,1,0,0,30,6
Ditmars Steinway,Queens,40.77359,-73.90955,Private room,1,1.0,,1.0,4.9,4.67,4.9,21,1,1,1,1,0,0,0,1,1,1,0,0,1,0,1,3,6
Bedford-Stuyvesant,Brooklyn,40.68496,-73.92927,Private room,1,,,1.0,,,,27,1,1,0,1,1,0,0,1,1,0,0,0,1,0,0,30,8
Chelsea,Manhattan,40.740551,-73.998917,Entire home/apt,2,1.0,,1.0,4.63,4.63,5.0,32,1,1,1,1,0,1,0,0,1,1,0,0,0,0,1,30,7
Chelsea,Manhattan,40.74433,-73.99951,Entire home/apt,2,1.0,1.0,1.0,,,,48,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,30,10
Woodhaven,Queens,40.69438,-73.85424,Private room,2,1.0,2.0,2.0,4.84,4.9,4.66,33,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,30,8
Williamsburg,Brooklyn,40.71621322631836,-73.96206665039062,Entire home/apt,4,1.0,2.0,2.0,4.83,4.72,4.78,26,1,1,0,1,1,1,0,0,1,1,0,0,0,0,1,30,6
Bedford-Stuyvesant,Brooklyn,40.6848,-73.93094,Entire home/apt,4,1.0,2.0,3.0,5.0,5.0,4.75,46,1,1,1,0,0,1,0,1,1,1,0,0,1,0,0,30,8
Bedford-Stuyvesant,Brooklyn,40.68628,-73.92972,Private room,1,,,1.0,,,,27,1,1,0,1,1,0,0,1,1,0,0,0,1,0,0,30,7
Midtown,Manhattan,40.76572,-73.98251,Entire home/apt,4,1.0,2.0,2.0,4.0,4.2,4.4,39,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,30,8
Bedford-Stuyvesant,Brooklyn,40.68431,-73.9294,Private room,1,2.0,,1.0,,,,26,1,1,0,1,1,0,0,1,1,0,0,0,1,0,0,30,8
Bedford-Stuyvesant,Brooklyn,40.68645,-73.93051,Private room,1,2.0,,1.0,,,,27,1,1,0,1,1,0,0,1,1,0,0,0,1,0,0,30,7
Graniteville,Staten Island,40.61941,-74.14824,Private room,2,1.0,,1.0,4.84,4.87,4.81,47,1,1,1,1,0,1,0,1,1,1,0,0,1,0,1,30,6
Bedford-Stuyvesant,Brooklyn,40.6874908,-73.9319414,Private room,2,0.5,,1.0,4.68,4.55,4.41,37,1,1,0,0,1,1,0,1,1,1,0,0,0,0,1,30,8
Rosedale,Queens,40.65577,-73.73272,Entire home/apt,6,2.0,3.0,3.0,4.88,4.86,4.76,59,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,2,6
Bushwick,Brooklyn,40.70343,-73.91258,Private room,2,1.0,,1.0,4.88,4.78,4.83,47,1,1,1,0,0,1,0,1,1,1,1,0,1,0,0,30,6
Upper West Side,Manhattan,40.79333,-73.96857,Entire home/apt,4,2.0,2.0,2.0,4.33,4.0,5.0,41,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,30,10
Chelsea,Manhattan,40.74987,-73.99716,Entire home/apt,2,1.0,1.0,2.0,4.67,4.64,4.85,21,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,6
Ridgewood,Queens,40.70332336425781,-73.9063491821289,Private room,1,1.0,,1.0,4.91,4.93,4.85,40,1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,2,6
Ridgewood,Queens,40.70453,-73.89898,Entire home/apt,6,1.0,2.0,4.0,4.75,4.75,5.0,21,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,30,6
East Elmhurst,Queens,40.76265,-73.88333,Private room,1,1.0,,1.0,4.91,4.91,4.64,17,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,6
Long Island City,Queens,40.76417,-73.93774,Entire home/apt,6,1.0,2.0,,4.95,4.98,4.37,51,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,30,7
Financial District,Manhattan,40.70526,-74.00992,Entire home/apt,4,1.0,2.0,2.0,5.0,5.0,5.0,38,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,30,9
Gowanus,Brooklyn,40.66758,-73.9915,Entire home/apt,3,1.0,1.0,2.0,4.71,4.81,4.71,52,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,30,6
Upper East Side,Manhattan,40.77184,-73.95571,Entire home/apt,5,1.0,2.0,3.0,4.74,4.76,4.91,33,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,30,8
East New York,Brooklyn,40.67044,-73.88717,Private room,2,1.5,2.0,2.0,,,,9,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,30,6
Bay Ridge,Brooklyn,40.62085,-74.02327,Private room,2,1.0,3.0,3.0,4.85,4.73,4.75,37,1,1,1,1,0,1,0,1,1,1,0,1,1,0,1,30,6
Upper East Side,Manhattan,40.78533,-73.95215,Entire home/apt,4,1.0,2.0,3.0,4.79,4.43,4.64,26,1,1,1,1,0,1,0,1,1,1,0,1,1,0,0,30,6
Wakefield,Bronx,40.8948,-73.8578,Private room,2,1.0,,1.0,5.0,4.98,4.76,47,1,1,1,0,0,1,0,1,1,1,0,0,1,0,0,3,6
Queens Village,Queens,40.71055,-73.73961,Entire home/apt,2,1.0,1.0,1.0,3.71,3.71,4.14,27,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,30,1
Flushing,Queens,40.73855,-73.81168,Private room,1,1.0,,2.0,4.5,4.75,4.75,13,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,30,7
St. George,Staten Island,40.638966,-74.0802,Private room,1,1.0,,1.0,5.0,4.0,4.0,41,1,1,0,0,1,0,1,0,1,1,0,0,1,0,0,30,7
Arverne,Queens,40.59434,-73.79359,Private room,2,1.0,,1.0,4.84,4.79,4.69,58,1,1,1,0,0,1,0,1,1,1,0,0,1,0,0,2,6
Edenwald,Bronx,40.88855,-73.84011,Private room,1,1.0,,1.0,4.93,4.93,4.77,53,1,1,1,0,0,1,0,1,1,1,0,0,1,0,1,30,1
Upper West Side,Manhattan,40.776306,-73.979172,Entire home/apt,4,1.0,2.0,4.0,4.76,4.73,5.0,44,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,30,8
Canarsie,Brooklyn,40.64488,-73.89516,Private room,4,1.0,,2.0,4.74,4.69,4.51,55,1,1,1,1,0,1,0,1,1,1,0,1,1,0,1,30,6
Laurelton,Queens,40.66723,-73.74651,Entire home/apt,2,1.0,1.0,1.0,4.87,4.86,4.75,44,1,1,1,1,0,1,0,1,1,1,0,1,1,0,1,30,9
Queens Village,Queens,40.71038,-73.74086,Entire home/apt,4,,2.0,2.0,4.8,4.6,4.8,36,1,1,1,1,1,1,0,1,0,1,0,1,1,0,0,30,7
Greenpoint,Brooklyn,40.72871,-73.95775,Private room,2,1.0,,1.0,4.83,4.86,4.94,25,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,3,6
Bay Ridge,Brooklyn,40.6344,-74.02483,Entire home/apt,5,1.0,2.0,2.0,4.59,4.53,4.57,44,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,30,8
Melrose,Bronx,40.81949,-73.91708,Private room,2,1.0,3.0,5.0,4.28,4.3,4.26,44,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,30,6
Williamsburg,Brooklyn,40.71292,-73.93807,Private room,2,2.0,2.0,2.0,,,,11,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,30,6
Rego Park,Queens,40.72723,-73.8601,Private room,2,1.0,,1.0,4.6,4.24,4.84,47,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,30,6
Briarwood,Queens,40.70593025954873,-73.81449830467113,Private room,2,,,1.0,4.77,4.75,4.53,39,1,1,1,1,0,1,0,0,1,1,0,0,1,0,0,2,1
East Harlem,Manhattan,40.78423,-73.94662,Entire home/apt,1,1.0,,1.0,4.92,4.69,4.92,33,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,30,12
Crown Heights,Brooklyn,40.67678,-73.92386,Shared room,6,1.5,3.0,3.0,4.78,4.87,4.41,26,1,1,1,1,0,1,0,0,1,1,0,0,0,0,1,3,7
Brighton Beach,Brooklyn,40.58084080929591,-73.9608587139546,Entire home/apt,5,1.0,2.0,3.0,,,,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,30,6
Bedford-Stuyvesant,Brooklyn,40.69083,-73.93393,Private room,2,1.0,1.0,1.0,5.0,5.0,5.0,28,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,30,8
Parkchester,Bronx,40.84008,-73.85917,Entire home/apt,2,,1.0,,5.0,4.91,4.79,40,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,30,5
Upper West Side,Manhattan,40.7777,-73.98318,Entire home/apt,2,1.0,1.0,2.0,5.0,4.94,5.0,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,30,7
Tompkinsville,Staten Island,40.62556,-74.08606,Private room,8,2.5,4.0,5.0,4.96,4.96,4.88,70,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,3,6
East Flatbush,Brooklyn,40.66292,-73.9328,Private room,2,1.0,,1.0,4.9,5.0,4.8,18,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,6
East Flatbush,Brooklyn,40.65054,-73.94351,Private room,2,1.5,,1.0,4.5,4.63,4.38,64,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,30,6
East Flatbush,Brooklyn,40.65372763744712,-73.92504205435769,Entire home/apt,3,1.0,1.0,1.0,4.48,4.43,4.48,34,1,1,1,1,0,1,0,1,1,1,0,0,1,0,1,30,11
Canarsie,Brooklyn,40.63129,-73.91032,Private room,2,,,2.0,5.0,5.0,5.0,49,1,1,1,1,0,1,0,1,1,1,0,0,1,0,1,30,6
Upper East Side,Manhattan,40.78171,-73.95093,Entire home/apt,3,1.0,2.0,2.0,4.44,3.78,4.44,29,1,1,1,1,0,1,0,1,1,1,0,1,1,0,0,30,6
Upper East Side,Manhattan,40.78317,-73.95206,Entire home/apt,4,1.0,2.0,3.0,4.58,4.08,4.67,29,1,1,1,1,0,1,0,1,1,1,0,1,1,0,0,30,6
Port Morris,Bronx,40.80671,-73.92813,Entire home/apt,2,1.0,1.0,2.0,4.83,4.64,4.56,39,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,30,7
Douglaston,Queens,40.75582,-73.72978,Private room,1,1.0,1.0,1.0,4.53,3.88,4.76,27,1,1,0,1,0,0,0,1,0,1,0,0,1,0,1,30,6
Cypress Hills,Brooklyn,40.68585,-73.8725,Entire home/apt,4,1.0,2.0,3.0,4.88,4.86,4.44,53,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,2,6
Upper East Side,Manhattan,40.78179,-73.94776,Entire home/apt,3,1.0,2.0,2.0,5.0,4.67,4.83,25,1,1,1,1,0,1,0,1,1,1,0,1,1,0,0,30,8
Upper West Side,Manhattan,40.78371,-73.97617,Private room,1,1.0,1.0,1.0,5.0,4.5,5.0,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,30,12
East Flatbush,Brooklyn,40.64039,-73.95063,Entire home/apt,4,1.0,2.0,2.0,4.85,4.77,4.69,59,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,30,8
Cypress Hills,Brooklyn,40.68713127796861,-73.87454016182905,Private room,4,1.0,2.0,1.0,4.85,4.88,4.45,54,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,2,9
West Farms,Bronx,40.83973,-73.88043,Entire home/apt,2,1.0,1.0,1.0,5.0,5.0,5.0,11,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,30,6
Woodside,Queens,40.74626,-73.89546,Entire home/apt,3,1.0,1.0,2.0,4.58,4.19,4.9,26,1,1,1,1,0,1,0,0,1,1,0,0,0,0,1,30,7
Canarsie,Brooklyn,40.63849,-73.89873,Entire home/apt,9,1.0,3.0,5.0,4.56,3.56,4.11,48,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,30,1
Rosedale,Queens,40.6588739,-73.72865139999999,Private room,2,1.0,,1.0,4.88,4.92,4.79,52,1,1,1,0,0,1,0,1,1,1,1,0,1,0,1,1,6
Williamsburg,Brooklyn,40.70973,-73.96881,Entire home/apt,2,2.0,,,,,,65,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,30,6
Springfield Gardens,Queens,40.66443,-73.75473,Entire home/apt,2,1.0,2.0,2.0,4.91,5.0,4.84,41,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,30,6
Bedford-Stuyvesant,Brooklyn,40.68225,-73.9393,Private room,2,1.0,,1.0,4.77,4.81,4.82,44,1,1,1,1,0,1,0,1,1,1,0,0,1,0,1,2,7
Ridgewood,Queens,40.702541,-73.903419,Private room,2,1.0,1.0,,,,,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,30,6
Ridgewood,Queens,40.702541,-73.903419,Private room,2,1.0,1.0,,,,,5,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,30,6
Ridgewood,Queens,40.70254135131836,-73.9034194946289,Private room,2,1.0,1.0,,5.0,5.0,5.0,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,30,6
Ridgewood,Queens,40.70254135131836,-73.9034194946289,Private room,2,1.0,1.0,,5.0,4.0,5.0,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,30,6
Ridgewood,Queens,40.70254135131836,-73.9034194946289,Private room,2,1.0,1.0,,4.0,4.0,4.75,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,30,6
Lower East Side,Manhattan,40.71812,-73.99371,Entire home/apt,2,1.0,1.0,1.0,4.78,4.78,4.89,17,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,30,7
Long Island City,Queens,40.7535786670221,-73.9343238174527,Private room,4,1.0,1.0,2.0,4.84,4.75,4.76,38,1,1,1,1,0,1,0,1,0,1,1,1,1,0,1,1,6
Long Island City,Queens,40.75351,-73.93612,Private room,4,1.0,1.0,1.0,4.79,4.8,4.66,39,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,6
Throgs Neck,Bronx,40.82822,-73.81434,Entire home/apt,4,,2.0,,,,,29,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1,30,6
Prospect-Lefferts Gardens,Brooklyn,40.65624,-73.95344,Entire home/apt,2,1.0,1.0,1.0,5.0,4.67,5.0,16,1,1,1,0,0,1,0,0,1,1,0,0,1,0,0,30,10
Eastchester,Bronx,40.878490362961266,-73.84175232105518,Private room,2,1.0,,1.0,,,,10,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,30,6
Ditmars Steinway,Queens,40.77788,-73.91665,Private room,1,,,1.0,4.33,4.33,4.33,14,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,30,6
Bayside,Queens,40.76973,-73.77156,Entire home/apt,8,1.0,3.0,7.0,4.69,4.85,4.85,58,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,30,6
Jamaica,Queens,40.68255,-73.77079,Private room,2,1.0,,1.0,4.78,4.85,4.76,16,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,30,6
Midtown,Manhattan,40.75317,-73.97138,Entire home/apt,5,2.0,2.0,3.0,5.0,5.0,5.0,31,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,5,6
Carroll Gardens,Brooklyn,40.681412,-74.001175,Private room,2,1.0,2.0,5.0,5.0,4.9,4.97,58,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,30,7
St. Albans,Queens,40.70406,-73.76931,Entire home/apt,2,1.0,1.0,,4.5,4.6,4.43,31,1,0,1,0,0,1,0,1,1,0,0,0,1,0,1,30,7
East Village,Manhattan,40.72936,-73.98737,Entire home/apt,3,1.5,2.0,2.0,3.0,3.0,3.0,9,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,30,8
Lower East Side,Manhattan,40.71284,-73.98969,Entire home/apt,5,1.0,2.0,3.0,4.67,4.75,4.83,26,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,30,7
Midtown,Manhattan,40.74817,-73.98881,Entire home/apt,4,1.0,1.0,2.0,4.84,4.88,4.92,38,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,6
Bedford-Stuyvesant,Brooklyn,40.68139,-73.91451,Private room,2,1.0,,1.0,4.82,4.76,4.37,34,1,1,1,0,1,1,1,0,1,0,0,0,1,0,1,30,11
Nolita,Manhattan,40.721404906681805,-73.99423107529344,Entire home/apt,2,1.0,,1.0,5.0,4.86,5.0,52,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,30,1
Crown Heights,Brooklyn,40.67688,-73.93252,Entire home/apt,2,1.0,2.0,2.0,4.76,4.96,4.35,35,1,1,1,1,0,1,0,1,1,0,0,1,1,0,1,2,6
Corona,Queens,40.75142234580493,-73.85529582304504,Private room,3,1.0,,2.0,4.68,4.69,4.58,32,1,1,1,0,0,1,0,0,1,1,0,0,1,0,1,1,6
Jackson Heights,Queens,40.75375,-73.89718,Entire home/apt,2,1.0,,1.0,4.95,4.95,4.93,39,1,1,1,1,0,1,0,1,1,1,0,1,1,0,0,30,8
Crown Heights,Brooklyn,40.673141,-73.915642,Entire home/apt,6,2.0,3.0,4.0,5.0,4.63,4.75,55,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,30,8
Glendale,Queens,40.69525,-73.8975,Entire home/apt,2,1.0,1.0,1.0,4.82,4.98,4.23,37,1,1,1,1,0,1,0,1,1,0,0,1,1,0,1,30,6
West Village,Manhattan,40.73476,-74.0067,Entire home/apt,2,1.0,1.0,1.0,5.0,5.0,5.0,41,1,1,0,1,0,1,0,1,1,1,0,1,1,0,1,30,11
Ridgewood,Queens,40.69407411367102,-73.90286389630745,Entire home/apt,6,1.5,2.0,4.0,4.92,4.86,4.81,19,1,1,0,1,1,1,1,0,0,1,0,0,0,0,1,2,6
Mariners Harbor,Staten Island,40.6292,-74.15808,Private room,2,1.0,,1.0,4.33,3.98,4.5,37,1,0,1,0,0,0,0,1,1,1,0,0,1,0,1,30,6
Jackson Heights,Queens,40.75401,-73.85355,Entire home/apt,2,1.0,1.0,1.0,4.95,4.98,4.6,43,1,1,1,1,0,1,0,1,1,1,0,0,1,0,1,30,7
Upper East Side,Manhattan,40.78355,-73.94799,Entire home/apt,4,1.0,2.0,3.0,4.7,4.5,4.9,28,1,1,1,1,0,1,0,1,1,1,0,1,1,0,0,30,6
Harlem,Manhattan,40.82381,-73.94992,Entire home/apt,2,,1.0,,4.84,4.83,4.79,31,1,1,1,0,0,1,0,0,1,0,0,0,1,1,0,30,1
Upper East Side,Manhattan,40.77944,-73.95537,Entire home/apt,4,1.0,2.0,2.0,5.0,5.0,5.0,8,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,30,8
Long Island City,Queens,40.753456523966264,-73.93603723745521,Private room,6,1.0,1.0,2.0,5.0,5.0,5.0,19,1,1,1,1,0,1,0,0,0,1,0,1,1,0,1,1,6
Bedford-Stuyvesant,Brooklyn,40.69269,-73.95561,Entire home/apt,3,2.0,2.0,2.0,4.94,5.0,4.77,40,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,30,9
Astoria,Queens,40.75497,-73.92289,Entire home/apt,2,1.0,1.0,1.0,4.77,4.69,4.85,30,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,30,9
Chinatown,Manhattan,40.71456,-73.99082,Entire home/apt,2,1.0,1.0,1.0,5.0,5.0,5.0,51,1,1,1,0,0,1,0,1,1,1,0,0,0,1,1,30,1
Midtown,Manhattan,40.74636,-73.9885,Entire home/apt,4,1.0,1.0,2.0,4.78,4.78,5.0,38,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,6
Ridgewood,Queens,40.7035,-73.90966,Entire home/apt,5,1.0,2.0,3.0,4.84,4.77,4.81,28,1,1,1,0,0,1,0,1,1,1,0,0,0,0,1,30,1
Rosedale,Queens,40.66471,-73.72988,Entire home/apt,2,1.0,1.0,1.0,5.0,5.0,5.0,16,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,30,7
Ridgewood,Queens,40.70317,-73.89949,Entire home/apt,6,1.0,2.0,3.0,5.0,4.33,4.67,17,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,30,6
Bedford-Stuyvesant,Brooklyn,40.6838,-73.93932,Private room,2,1.0,,1.0,4.76,4.72,4.77,42,1,1,1,0,0,1,0,1,1,1,0,0,1,0,1,2,7
Upper East Side,Manhattan,40.78049,-73.95223,Entire home/apt,2,1.0,,1.0,4.33,4.5,5.0,16,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,30,8
Bedford-Stuyvesant,Brooklyn,40.67966,-73.94108,Entire home/apt,2,1.0,2.0,3.0,5.0,5.0,4.6,36,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,30,7
Upper East Side,Manhattan,40.78111,-73.95365,Entire home/apt,4,1.0,2.0,2.0,,,,9,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,30,8
Midtown,Manhattan,40.74792,-73.98686,Private room,4,1.0,1.0,2.0,4.67,5.0,4.83,34,1,1,1,0,1,1,0,1,1,0,0,0,0,0,1,1,6
East Elmhurst,Queens,40.76068,-73.875,Private room,1,1.0,,1.0,4.54,4.47,4.6,22,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,2,7
Upper East Side,Manhattan,40.77724,-73.95263,Private room,4,1.0,,2.0,5.0,4.75,5.0,38,1,1,1,1,0,1,0,0,1,1,0,0,1,0,0,30,6
East Flatbush,Brooklyn,40.64774,-73.95072,Private room,1,1.0,,2.0,4.92,4.82,4.74,53,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,30,6
Upper East Side,Manhattan,40.76399612426758,-73.96626281738281,Entire home/apt,2,1.0,,1.0,4.63,4.75,4.88,36,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,30,7
Bushwick,Brooklyn,40.70343,-73.92973,Private room,1,1.0,,1.0,5.0,5.0,5.0,17,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,30,8
Williamsburg,Brooklyn,40.70484,-73.92941,Private room,2,1.0,2.0,2.0,4.75,4.75,4.75,19,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,30,6
East Elmhurst,Queens,40.76305,-73.86195,Entire home/apt,4,1.0,2.0,2.0,4.9,4.97,4.83,47,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,30,6
Murray Hill,Manhattan,40.74833297729492,-73.97874450683594,Private room,2,1.0,1.0,1.0,,,,37,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,30,7
Crown Heights,Brooklyn,40.67215,-73.91474,Entire home/apt,5,2.0,2.0,4.0,4.82,4.82,4.55,58,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,30,7
Mount Hope,Bronx,40.84653,-73.90256,Private room,2,1.0,1.0,,,,,55,1,1,1,0,0,1,0,1,1,1,0,1,1,0,0,30,6
Chelsea,Manhattan,40.74260330200195,-73.99758911132812,Entire home/apt,2,1.0,1.0,1.0,4.82,4.55,4.82,32,1,1,1,1,0,1,0,1,1,0,0,1,0,1,1,90,8
Kingsbridge,Bronx,40.863,-73.90306,Private room,2,1.5,,1.0,4.86,4.9,4.62,57,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,30,9
Bedford-Stuyvesant,Brooklyn,40.68217,-73.9388,Private room,2,1.0,,1.0,4.77,4.72,4.78,38,1,1,1,0,0,1,0,1,1,1,0,0,1,0,1,2,7
Cypress Hills,Brooklyn,40.68105,-73.90409,Private room,1,1.0,,1.0,,,,61,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,30,6
Wakefield,Bronx,40.88972,-73.85809,Private room,1,1.0,,1.0,4.96,4.98,4.54,43,1,1,1,0,0,1,0,1,1,1,0,0,1,0,0,30,8
Prospect-Lefferts Gardens,Brooklyn,40.65884,-73.95951,Private room,1,1.0,,1.0,4.79,4.43,4.86,26,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,30,7
Crown Heights,Brooklyn,40.67757924733385,-73.94276028780219,Entire home/apt,8,2.5,3.0,4.0,4.83,4.82,4.56,44,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,2,6
Chelsea,Manhattan,40.74612,-73.99521,Private room,2,,,,,,,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,360,6
East Harlem,Manhattan,40.8084,-73.94004,Entire home/apt,4,1.0,1.0,1.0,4.77,4.69,4.58,62,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,30,7
Stapleton,Staten Island,40.63359,-74.07745,Entire home/apt,2,1.0,2.0,2.0,4.94,4.94,4.63,53,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,30,6
East Flatbush,Brooklyn,40.65571,-73.92548,Entire home/apt,4,1.0,2.0,2.0,4.8,4.77,4.29,44,1,1,1,1,0,1,0,1,1,1,0,1,1,0,1,30,9
Upper East Side,Manhattan,40.76167678833008,-73.96260070800781,Entire home/apt,2,1.0,1.0,1.0,4.95,4.75,4.9,20,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,30,7
Bedford-Stuyvesant,Brooklyn,40.68095,-73.94946,Entire home/apt,2,1.0,1.0,1.0,5.0,4.67,4.67,48,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,30,6
Midtown,Manhattan,40.74514,-73.98489,Entire home/apt,3,1.0,1.0,1.0,,,,41,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,30,7
Wakefield,Bronx,40.88944,-73.85987,Private room,1,1.0,,1.0,4.91,4.98,4.62,42,1,1,1,0,0,1,0,1,1,0,0,0,1,0,0,30,8
Chinatown,Manhattan,40.71585,-73.99039,Entire home/apt,4,1.0,1.0,2.0,4.95,4.92,4.8,33,1,1,1,1,0,1,0,1,0,1,0,1,1,0,1,30,12
Gravesend,Brooklyn,40.59365,-73.99391,Entire home/apt,3,1.0,1.0,2.0,4.95,4.98,4.86,58,1,1,1,1,0,1,0,1,1,1,0,1,1,0,1,30,8
Wakefield,Bronx,40.889088,-73.858711,Private room,1,,,,4.88,4.9,4.58,48,1,1,1,0,0,1,0,1,1,1,0,0,1,0,0,30,8
Hell's Kitchen,Manhattan,40.75944,-73.98904,Entire home/apt,4,1.0,,2.0,4.67,4.33,4.44,32,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,30,8
Bushwick,Brooklyn,40.69446,-73.90699,Private room,1,1.5,1.0,,4.83,4.71,4.8,66,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,30,7
Upper East Side,Manhattan,40.78286,-73.94797,Entire home/apt,4,1.0,2.0,3.0,4.63,4.13,5.0,29,1,1,1,1,0,1,0,1,1,1,0,1,1,0,0,30,8
